Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-09-13,No Bears,2022,https://boxd.it/3dJhKh,2.5,,,2022-09-09
2022-09-13,Copenhagen Cowboy,2022,https://boxd.it/3dKYqh,4,,,2022-09-10
2022-09-13,All the Beauty and the Bloodshed,2022,https://boxd.it/3dKZLP,4.5,Yes,,2022-09-10
2022-09-18,Welcome to the Club,2022,https://boxd.it/3ew18p,2.5,,,2022-09-11
2022-09-18,Starter for 10,2006,https://boxd.it/3ewFM5,2,,,2022-09-16
2022-09-19,Thor: Love and Thunder,2022,https://boxd.it/3eS7rV,2.5,Yes,,2022-09-17
2022-09-19,Do Revenge,2022,https://boxd.it/3eSgjh,2.5,,,2022-09-18
2022-09-20,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/3eYNdN,4,Yes,,2022-09-18
2022-09-21,The Lord of the Rings: The Return of the King,2003,https://boxd.it/3fd7yT,4,Yes,,2022-09-19
2022-09-21,Everything Everywhere All at Once,2022,https://boxd.it/3fd7GX,5,Yes,,2022-09-19
2022-09-21,See How They Run,2022,https://boxd.it/3fdb5r,3,,,2022-09-20
2022-09-24,The Woman King,2022,https://boxd.it/3fJG8b,3,,,2022-09-20
2022-09-24,Rogue One: A Star Wars Story,2016,https://boxd.it/3fLyht,3.5,Yes,,2022-09-21
2022-09-24,Crimes of the Future,2022,https://boxd.it/3fLO3H,1.5,,,2022-09-23
2022-10-08,Uncharted,2022,https://boxd.it/3iH9Ln,2.5,Yes,,2022-09-28
2022-10-08,Cha Cha Real Smooth,2022,https://boxd.it/3iHakH,4,Yes,,2022-10-03
2022-10-08,Mean Girls,2004,https://boxd.it/3iHbut,4,Yes,,2022-10-04
2022-10-11,Werewolf by Night,2022,https://boxd.it/3jjHpL,3.5,,,2022-10-08
2022-10-13,Emily,2022,https://boxd.it/3jJtRD,4,,,2022-10-11
2022-11-09,She-Hulk: Attorney at Law,2022,https://boxd.it/3pCNlH,3.5,,,2022-10-13
2022-11-10,Amsterdam,2022,https://boxd.it/3pJCHh,1,,,2022-10-20
2022-11-10,Trainspotting,1996,https://boxd.it/3pJEe7,4,,,2022-10-25
2022-11-10,T2 Trainspotting,2017,https://boxd.it/3pJEvR,3,,,2022-10-25
2022-11-10,A Nightmare on Elm Street,1984,https://boxd.it/3pJHBD,3,,,2022-10-28
2022-11-10,Fresh,2022,https://boxd.it/3pJKQr,3.5,Yes,,2022-10-29
2022-11-10,Frozen II,2019,https://boxd.it/3pJYLl,2.5,Yes,,2022-10-29
2022-11-10,Bros,2022,https://boxd.it/3pNZ7p,3.5,,,2022-11-01
2022-11-10,Enola Holmes 2,2022,https://boxd.it/3pO02b,2.5,,,2022-11-05
2022-11-10,Selena Gomez: My Mind & Me,2022,https://boxd.it/3pOd8h,3,,,2022-11-08
2022-11-14,Do Revenge,2022,https://boxd.it/3qBFOX,3,Yes,,2022-11-08
2022-11-10,Black Panther,2018,https://boxd.it/3pOdwD,4,Yes,,2022-11-10
2022-11-18,Black Panther: Wakanda Forever,2022,https://boxd.it/3rpbyZ,4.5,,,2022-11-13
2022-11-20,Weird: The Al Yankovic Story,2022,https://boxd.it/3rX2e5,3,,,2022-11-19
2022-11-24,Taylor Swift: Reputation Stadium Tour,2018,https://boxd.it/3sI9Vp,3.5,,,2022-11-23
2022-11-24,Middleditch & Schwartz,2020,https://boxd.it/3sIjNb,5,Yes,,2022-11-24
2022-11-27,Glass Onion,2022,https://boxd.it/3tjqzf,4,,,2022-11-26
2022-12-01,Solo: A Star Wars Story,2018,https://boxd.it/3u8YQr,2,Yes,,2022-11-29
2022-12-04,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/3uMBZ1,3.5,,,2022-12-02
2022-12-09,Looking: The Movie,2016,https://boxd.it/3vHT8N,3,,,2022-12-07
2022-12-14,The Devil Wears Prada,2006,https://boxd.it/3wQgpH,3.5,Yes,,2022-12-12
2022-12-18,Causeway,2022,https://boxd.it/3xL2KP,3.5,,,2022-12-17
2022-12-18,Entergalactic,2022,https://boxd.it/3xVdSl,3,,,2022-12-17
2022-12-19,Night at the Museum: Kahmunrah Rises Again,2022,https://boxd.it/3xZBwL,1.5,,,2022-12-17
2022-12-20,Avatar,2009,https://boxd.it/3yjwNx,3.5,,,2022-12-18
2022-12-20,Avatar: The Way of Water,2022,https://boxd.it/3ykXgn,4,,,2022-12-19
2022-12-22,The Unbearable Weight of Massive Talent,2022,https://boxd.it/3yRBm5,2.5,,,2022-12-20
2022-12-22,The Holiday,2006,https://boxd.it/3yRCVP,4,,,2022-12-20
2022-12-22,The Menu,2022,https://boxd.it/3yRVNP,3,,,2022-12-21
2022-12-22,Avatar: The Way of Water,2022,https://boxd.it/3z1Ptz,4,Yes,,2022-12-21
2022-12-23,The Good Nurse,2022,https://boxd.it/3z4SPz,4,,,2022-12-22
2022-12-24,She Said,2022,https://boxd.it/3zrBmB,3.5,,,2022-12-23
2022-12-25,Spirited,2022,https://boxd.it/3zXfyT,1.5,,,2022-12-24
2022-12-25,Elf,2003,https://boxd.it/3zXpO3,4,Yes,,2022-12-25
2022-12-27,National Lampoon's Christmas Vacation,1989,https://boxd.it/3Asj9b,2,,,2022-12-25
2022-12-27,It's a Wonderful Life,1946,https://boxd.it/3AslTl,4.5,,,2022-12-26
2022-12-27,Klaus,2019,https://boxd.it/3Asnad,4.5,,,2022-12-26
2022-12-27,Carol,2015,https://boxd.it/3AvTlN,4,,,2022-12-26
2022-12-29,Glass Onion,2022,https://boxd.it/3Ba7UR,4,Yes,,2022-12-26
2022-12-28,Decision to Leave,2022,https://boxd.it/3AOhaF,4,,,2022-12-27
2022-12-28,Emily the Criminal,2022,https://boxd.it/3ARV49,4,,,2022-12-27
2022-12-28,Disenchanted,2022,https://boxd.it/3ARYaJ,1.5,,,2022-12-27
2022-12-29,The Banshees of Inisherin,2022,https://boxd.it/3Baelf,4.5,Yes,,2022-12-27
2022-12-29,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3BafXJ,3.5,,,2022-12-28
2022-12-30,"Paris, 13th District",2021,https://boxd.it/3BB8cZ,3,,,2022-12-29
2022-12-30,RRR,2022,https://boxd.it/3BBVv7,4,,,2022-12-29
2023-01-03,Booksmart,2019,https://boxd.it/3Doq89,4.5,Yes,,2023-01-02
2023-01-03,Strange World,2022,https://boxd.it/3DoQjd,2.5,,,2023-01-02
2023-01-04,Folklore: The Long Pond Studio Sessions,2020,https://boxd.it/3DKs3T,3.5,Yes,,2023-01-02
2023-01-11,Mamma Mia!,2008,https://boxd.it/3GqKTb,3.5,Yes,,2023-01-10
2023-01-12,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/3GLi2Z,3,Yes,,2023-01-10
2023-01-12,The Lord of the Rings: The Return of the King,2003,https://boxd.it/3GLisN,4.5,Yes,,2023-01-11
2023-01-12,Jerrod Carmichael: Rothaniel,2022,https://boxd.it/3GPhVx,4.5,,,2023-01-11
2023-01-15,Matilda,1996,https://boxd.it/3HH8pl,4,,,2023-01-13
2023-01-15,Roald Dahl's Matilda the Musical,2022,https://boxd.it/3HPWRb,3,,,2023-01-13
2023-01-15,Puss in Boots,2011,https://boxd.it/3HQ1S9,2.5,,,2023-01-13
2023-01-15,Dear Evan Hansen,2021,https://boxd.it/3HQVrD,0.5,,,2023-01-14
2023-01-16,Set It Up,2018,https://boxd.it/3I7a3N,2,,,2023-01-14
2023-01-16,Encanto,2021,https://boxd.it/3I7T6R,4,Yes,,2023-01-14
2023-01-17,Empire of Light,2022,https://boxd.it/3IxCxt,2,,,2023-01-16
2023-01-18,I Wanna Dance with Somebody,2022,https://boxd.it/3IS3Yr,2,,,2023-01-17
2023-01-26,Spider-Man: No Way Home,2021,https://boxd.it/3LfoVx,4.5,Yes,,2023-01-23
2023-02-01,The Sea Beast,2022,https://boxd.it/3NibXT,2.5,,,2023-01-25
2023-02-02,Babylon,2022,https://boxd.it/3Nu745,5,,,2023-01-26
2023-02-04,M3GAN,2022,https://boxd.it/3O2D1v,3,,,2023-01-31
2023-02-04,The Quiet Girl,2022,https://boxd.it/3O72sf,3.5,,,2023-02-02
2023-02-06,Ant-Man,2015,https://boxd.it/3OH7bF,3.5,Yes,,2023-02-02
2023-02-07,Ant-Man and the Wasp,2018,https://boxd.it/3P212T,3,Yes,,2023-02-03
2023-02-08,The Fabelmans,2022,https://boxd.it/3PrDwx,4.5,,,2023-02-03
2023-02-11,Triangle of Sadness,2022,https://boxd.it/3Q9P1p,3.5,,,2023-02-10
2023-02-14,Magic Mike,2012,https://boxd.it/3QUhEV,3,,,2023-02-12
2023-02-15,BEYONCÉ,2013,https://boxd.it/3R9qgD,3,,,2023-02-12
2023-02-15,Magic Mike XXL,2015,https://boxd.it/3ReH37,3,,,2023-02-14
2023-02-18,Marcel the Shell with Shoes On,2021,https://boxd.it/3RXAtd,4.5,,,2023-02-17
2023-02-19,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3SdBOt,3,,,2023-02-18
2023-02-24,"Love, Simon",2018,https://boxd.it/3TGVDn,3.5,Yes,,2023-02-22
2023-02-25,Puss in Boots: The Last Wish,2022,https://boxd.it/3U3rrx,4,,,2023-02-24
2023-02-27,20th Century Women,2016,https://boxd.it/3UzrFj,4.5,,,2023-02-25
2023-03-04,Women Talking,2022,https://boxd.it/3VYyoj,3.5,,,2023-03-03
2023-03-10,All Quiet on the Western Front,2022,https://boxd.it/3XypgL,4,,,2023-03-09
2023-03-12,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/3Yfpo7,3.5,,,2023-03-11
2023-03-19,Shazam!,2019,https://boxd.it/406VEh,3,Yes,,2023-03-17
2023-04-10,boygenius: the film,2023,https://boxd.it/46oH7N,3,,,2023-03-31
2023-04-10,Murder Mystery 2,2023,https://boxd.it/46oKlt,1,,,2023-04-02
2023-04-18,The Super Mario Bros. Movie,2023,https://boxd.it/48q3Vl,3.5,,,2023-04-12
2023-05-06,Ghosted,2023,https://boxd.it/4d6rhf,1.5,,,2023-04-23
2023-05-06,Mae Martin: SAP,2023,https://boxd.it/4dbzm3,3,,,2023-04-30
2023-05-20,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4gAKcP,4.5,,,2023-05-05
2023-05-22,Shazam! Fury of the Gods,2023,https://boxd.it/4h7jqr,1.5,,,2023-05-13
2023-05-20,Air,2023,https://boxd.it/4gC8Ev,2,,,2023-05-15
2023-05-20,Tetris,2023,https://boxd.it/4gCgLJ,3.5,,,2023-05-18
2023-05-20,The Three Musketeers: D'Artagnan,2023,https://boxd.it/4gC5Xz,3.5,,,2023-05-19
2023-05-22,White Men Can't Jump,2023,https://boxd.it/4h6sdz,2.5,,,2023-05-20
2023-05-30,The Eight Mountains,2022,https://boxd.it/4j3ms1,4,,,2023-05-24
2023-05-30,Beau Is Afraid,2023,https://boxd.it/4j3xAP,3.5,,,2023-05-25
2023-05-30,Dune,1984,https://boxd.it/4j3SfX,1.5,,,2023-05-28
2023-05-30,Nightcrawler,2014,https://boxd.it/4j3RAb,4,,,2023-05-29
2023-06-05,GoodFellas,1990,https://boxd.it/4kzDQx,4,,,2023-06-01
2023-06-05,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4kzIgf,5,,,2023-06-02
2023-06-05,Sicario,2015,https://boxd.it/4kzUyl,4,,,2023-06-04
2023-06-06,Bros,2022,https://boxd.it/4kXD1R,2.5,Yes,,2023-06-05
2023-06-11,Contempt,1963,https://boxd.it/4mgTUF,3.5,,,2023-06-07
2023-06-11,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4mkg1T,4.5,Yes,,2023-06-07
2023-06-12,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4mwmfV,5,Yes,,2023-06-08
2023-06-12,The Little Mermaid,2023,https://boxd.it/4my3lp,3,,,2023-06-09
2023-06-12,10 Things I Hate About You,1999,https://boxd.it/4my5pN,3.5,Yes,,2023-06-10
2023-06-16,The Flash,2023,https://boxd.it/4nFazV,2.5,,,2023-06-14
2023-06-18,DC League of Super-Pets,2022,https://boxd.it/4obE4n,1.5,,,2023-06-17
2023-06-19,Ghost in the Shell,1995,https://boxd.it/4ovLgb,3.5,,,2023-06-17
2023-06-19,Perfect Blue,1997,https://boxd.it/4ovT2h,4.5,,,2023-06-18
2023-06-19,Your Name.,2016,https://boxd.it/4ovVSf,5,,,2023-06-18
2023-06-19,Promare,2019,https://boxd.it/4ovZF5,2.5,,,2023-06-18
2023-06-19,Belle,2021,https://boxd.it/4ow0IJ,3.5,,,2023-06-18
2023-06-20,No Hard Feelings,2023,https://boxd.it/4oUaPj,4,,,2023-06-19
2023-06-23,Elemental,2023,https://boxd.it/4pAV8F,2.5,,,2023-06-20
2023-06-23,Carl's Date,2023,https://boxd.it/4pAVzh,2.5,,,2023-06-20
2023-06-24,Paris 05:59 / Théo & Hugo,2016,https://boxd.it/4pXUJ7,4,,,2023-06-23
2023-06-26,Asteroid City,2023,https://boxd.it/4qrrux,4.5,,,2023-06-23
2023-07-01,Raiders of the Lost Ark,1981,https://boxd.it/4rRwXP,4,,,2023-06-28
2023-07-01,Indiana Jones and the Temple of Doom,1984,https://boxd.it/4rS6qH,3.5,,,2023-06-28
2023-07-01,Indiana Jones and the Last Crusade,1989,https://boxd.it/4rSaLT,4,,,2023-06-28
2023-07-01,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/4rSj9z,3,,,2023-06-29
2023-07-02,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/4sfmIt,3.5,,,2023-06-30
2023-07-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4sg5rH,5,Yes,,2023-07-01
2023-07-06,Frances Ha,2012,https://boxd.it/4tw6tZ,4.5,Yes,,2023-07-01
2023-07-06,Mean Girls,2004,https://boxd.it/4txLet,4,Yes,,2023-07-02
2023-07-06,Mission: Impossible,1996,https://boxd.it/4tyknv,3.5,Yes,,2023-07-05
2023-07-06,Transformers: Rise of the Beasts,2023,https://boxd.it/4tyA0H,2,,,2023-07-05
2023-07-07,Mission: Impossible II,2000,https://boxd.it/4tOBtR,1.5,Yes,,2023-07-06
2023-07-08,Mission: Impossible III,2006,https://boxd.it/4tZpjR,3,Yes,,2023-07-07
2023-07-08,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/4u5Nlz,4,Yes,,2023-07-07
2023-07-08,Nimona,2023,https://boxd.it/4u5QlH,4,,,2023-07-08
2023-07-09,Joy Ride,2023,https://boxd.it/4ullfl,3.5,,,2023-07-08
2023-07-10,Mission: Impossible – Rogue Nation,2015,https://boxd.it/4uBObz,4,Yes,,2023-07-09
2023-07-10,Mission: Impossible – Fallout,2018,https://boxd.it/4uIYPD,4.5,Yes,,2023-07-09
2023-07-14,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4vNm9D,2.5,,,2023-07-12
2023-07-17,Fire Island,2022,https://boxd.it/4wKB5f,4,Yes,,2023-07-16
2023-07-17,Dogtooth,2009,https://boxd.it/4wKQiD,4.5,,,2023-07-16
2023-07-23,Lady Bird,2017,https://boxd.it/4ySdXL,5,Yes,,2023-07-20
2023-07-30,Oppenheimer,2023,https://boxd.it/4BKliR,5,,,2023-07-21
2023-08-01,Barbie,2023,https://boxd.it/4CG437,5,,,2023-07-21
2023-08-02,Talk to Me,2022,https://boxd.it/4CTasX,3.5,,,2023-07-24
2023-08-02,Barbie,2023,https://boxd.it/4CWgTr,5,Yes,,2023-07-25
2023-08-03,Asteroid City,2023,https://boxd.it/4DfOtl,4.5,Yes,,2023-07-27
2023-08-03,Persona,1966,https://boxd.it/4Dh6vB,4,,,2023-07-28
2023-08-03,Greenberg,2010,https://boxd.it/4Do1Sf,4,,,2023-07-29
2023-08-05,Oppenheimer,2023,https://boxd.it/4DTHl5,5,Yes,,2023-07-31
2023-08-05,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,https://boxd.it/4DUnPB,3.5,,,2023-07-31
2023-08-05,Secret Invasion,2023,https://boxd.it/4DZG0x,1,,,2023-08-02
2023-08-13,They Cloned Tyrone,2023,https://boxd.it/4Gy54F,2.5,,,2023-08-10
2023-08-13,Past Lives,2023,https://boxd.it/4GIeLX,4.5,,,2023-08-11
2023-08-15,"Red, White & Royal Blue",2023,https://boxd.it/4HeQ7b,1.5,,,2023-08-12
2023-08-17,Gran Turismo,2023,https://boxd.it/4HUjQB,2,,,2023-08-14
2023-08-17,Haunted Mansion,2023,https://boxd.it/4HUKKZ,1.5,,,2023-08-14
2023-08-17,Scrapper,2023,https://boxd.it/4HVlcv,4,,,2023-08-14
2023-08-18,The Blackening,2022,https://boxd.it/4IdWIf,2.5,,,2023-08-15
2023-08-18,Barbie,2023,https://boxd.it/4IqRaD,5,Yes,,2023-08-17
2023-08-19,Silent Roar,2023,https://boxd.it/4IGson,4,,,2023-08-18
2023-08-21,Blue Beetle,2023,https://boxd.it/4JgR0n,3,,,2023-08-18
2023-08-21,John Wick: Chapter 4,2023,https://boxd.it/4JgWMB,4.5,,,2023-08-20
2023-08-23,Femme,2023,https://boxd.it/4JLPnh,4.5,,,2023-08-20
2023-08-23,Afire,2023,https://boxd.it/4JUj9Z,3.5,,,2023-08-22
2023-08-28,Showing Up,2022,https://boxd.it/4LgNI9,3,,,2023-08-22
2023-08-28,Fremont,2023,https://boxd.it/4Lnnmb,2.5,,,2023-08-23
2023-08-28,Pitch Perfect,2012,https://boxd.it/4Lof41,4,Yes,,2023-08-26
2023-08-29,Theater Camp,2023,https://boxd.it/4LJg0h,5,,,2023-08-26
2023-08-29,Pitch Perfect 2,2015,https://boxd.it/4LLndr,2.5,,,2023-08-27
2023-08-29,Pitch Perfect 3,2017,https://boxd.it/4LLyj1,2.5,,,2023-08-27
2023-08-31,The Commander,2023,https://boxd.it/4MkYBb,2,,,2023-08-30
2023-08-31,The Order of Time,2023,https://boxd.it/4MrmDR,0.5,,,2023-08-30
2023-09-01,El Conde,2023,https://boxd.it/4MBa1r,4,,,2023-08-30
2023-09-03,Ferrari,2023,https://boxd.it/4N90zB,2,,,2023-09-01
2023-09-03,The Wonderful Story of Henry Sugar,2023,https://boxd.it/4NjkTh,4,,,2023-09-01
2023-09-05,The Promised Land,2023,https://boxd.it/4NHtwf,3.5,,,2023-09-01
2023-09-05,Finally Dawn,2023,https://boxd.it/4NHOcZ,3.5,,,2023-09-02
2023-09-05,Poor Things,2023,https://boxd.it/4NI9ch,4.5,,,2023-09-02
2023-09-05,Adagio,2023,https://boxd.it/4NPS5T,2,,,2023-09-02
2023-09-05,The Universal Theory,2023,https://boxd.it/4NYzDF,2.5,,,2023-09-02
2023-09-06,AGGRO DR1FT,2023,https://boxd.it/4O2UvZ,3,,,2023-09-03
2023-09-06,Maestro,2023,https://boxd.it/4O30C3,4.5,,,2023-09-03
2023-09-06,Days of Heaven,1978,https://boxd.it/4OeuuZ,3.5,,,2023-09-03
2023-09-06,The Caine Mutiny Court-Martial,2023,https://boxd.it/4Oew9f,2.5,,,2023-09-04
2023-09-07,Priscilla,2023,https://boxd.it/4Oha3F,3.5,,,2023-09-04
2023-09-07,The Killer,2023,https://boxd.it/4On5vh,3.5,,,2023-09-05
2023-09-07,Enea,2023,https://boxd.it/4OnBKD,2.5,,,2023-09-05
2023-09-07,Evil Does Not Exist,2023,https://boxd.it/4OnAZ3,3.5,,,2023-09-06
2023-09-07,Hit Man,2023,https://boxd.it/4OnPvd,4,,,2023-09-06
2023-09-07,Origin,2023,https://boxd.it/4OvC8V,4.5,,,2023-09-06
2023-09-09,Woman of...,2023,https://boxd.it/4OMnWF,3.5,,,2023-09-07
2023-09-27,Shrek 2,2004,https://boxd.it/4TXyjh,4,Yes,,2023-09-13
2023-09-27,Cars,2006,https://boxd.it/4TYaZF,3,Yes,,2023-09-14
2023-09-27,Shrek,2001,https://boxd.it/4TYdpF,3.5,Yes,,2023-09-18
2023-09-27,The Princess and the Frog,2009,https://boxd.it/4TYe3b,4.5,Yes,,2023-09-22
2023-09-28,Cars on the Road,2022,https://boxd.it/4UfvTx,2.5,,,2023-09-24
2023-09-30,Past Lives,2023,https://boxd.it/4UMXKJ,4.5,Yes,,2023-09-26
2023-10-03,Bottoms,2023,https://boxd.it/4W0757,4,,,2023-10-02
2023-10-04,You Hurt My Feelings,2023,https://boxd.it/4WmihR,4,,,2023-10-02
2023-10-04,Mean Girls,2004,https://boxd.it/4Wmkcp,4,Yes,,2023-10-03
2023-10-08,Saltburn,2023,https://boxd.it/4XACBJ,4.5,,,2023-10-04
2023-10-09,National Treasure,2004,https://boxd.it/4XMJaf,3,,,2023-10-06
2023-10-09,Rye Lane,2023,https://boxd.it/4XMLar,3.5,,,2023-10-07
2023-10-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/4XMM1l,1.5,,,2023-10-07
2023-10-09,I Am Groot: Are You My Groot?,2023,https://boxd.it/4Y1km1,2.5,,,2023-10-08
2023-10-09,I Am Groot: Groot Noses Around,2023,https://boxd.it/4Y1rC1,3.5,,,2023-10-08
2023-10-09,I Am Groot: Groot's Snow Day,2023,https://boxd.it/4Y2z7H,3.5,,,2023-10-08
2023-10-09,I Am Groot: Groot's Sweet Treat,2023,https://boxd.it/4Y2AbF,3,,,2023-10-08
2023-10-09,I Am Groot: Groot and the Great Prophecy,2023,https://boxd.it/4Y2AMB,3,,,2023-10-08
2023-10-09,The Swan,2023,https://boxd.it/4Y2HtB,4.5,,,2023-10-08
2023-10-09,The Rat Catcher,2023,https://boxd.it/4Y2J49,3,,,2023-10-08
2023-10-09,Poison,2023,https://boxd.it/4Y2K29,4,,,2023-10-08
2023-10-11,"Red, White & Royal Blue",2023,https://boxd.it/4YGuWl,1.5,Yes,,2023-10-08
2023-10-21,Once Upon a Studio,2023,https://boxd.it/51IFFh,3.5,,,2023-10-17
2023-10-25,Blade Runner 2049,2017,https://boxd.it/533kyP,4.5,Yes,,2023-10-18
2023-10-22,Taylor Swift: The Eras Tour,2023,https://boxd.it/521vuV,4.5,,,2023-10-19
2023-10-25,Ahsoka,2023,https://boxd.it/533lth,3.5,,,2023-10-21
2023-10-27,The Continental: From the World of John Wick,2023,https://boxd.it/53BiUR,2,,,2023-10-23
2023-10-30,Strange Way of Life,2023,https://boxd.it/54K7qj,2.5,,,2023-10-26
2023-10-30,To All the Boys I've Loved Before,2018,https://boxd.it/54QETP,3.5,,,2023-10-27
2023-10-30,To All the Boys: P.S. I Still Love You,2020,https://boxd.it/54QGMr,2,,,2023-10-29
2023-10-30,To All the Boys: Always and Forever,2021,https://boxd.it/54U14B,1.5,,,2023-10-29
2023-11-02,Scream,1996,https://boxd.it/55Q9vV,4.5,Yes,,2023-10-31
2023-11-03,Scream 2,1997,https://boxd.it/56ejQH,3.5,,,2023-11-01
2023-11-03,Anatomy of a Fall,2023,https://boxd.it/56eNsF,4.5,,,2023-11-01
2023-11-04,The Creator,2023,https://boxd.it/56I2JJ,3,,,2023-11-02
2023-11-04,Killers of the Flower Moon,2023,https://boxd.it/56J6oR,4,,,2023-11-02
2023-11-05,Dream Scenario,2023,https://boxd.it/5736CJ,4,,,2023-11-04
2023-11-07,Bottoms,2023,https://boxd.it/57Het1,4,Yes,,2023-11-06
2023-11-10,How to Have Sex,2023,https://boxd.it/58zDJ7,4,,,2023-11-09
2023-11-10,Bodies Bodies Bodies,2022,https://boxd.it/58AYbR,4.5,Yes,,2023-11-10
2023-11-10,Infinity Pool,2023,https://boxd.it/58B3jL,3.5,,,2023-11-10
2023-11-15,Loki,2021,https://boxd.it/5a7IJN,4.5,Yes,,2023-11-10
2023-11-15,The Marvels,2023,https://boxd.it/5a8awx,3,,,2023-11-10
2023-11-19,May December,2023,https://boxd.it/5bfEzz,4.5,,,2023-11-15
2023-11-21,The Hunger Games,2012,https://boxd.it/5c1nCH,4,Yes,,2023-11-18
2023-11-24,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5cSQ4F,4,,,2023-11-18
2023-11-21,The Hunger Games: Catching Fire,2013,https://boxd.it/5c510T,4.5,Yes,,2023-11-20
2023-11-27,Napoleon,2023,https://boxd.it/5e5WUR,2.5,,,2023-11-26
2023-11-27,Saltburn,2023,https://boxd.it/5ebLY1,4.5,Yes,,2023-11-26
2023-11-29,Willy Wonka & the Chocolate Factory,1971,https://boxd.it/5eWmCD,4,,,2023-11-27
2023-12-02,Wish,2023,https://boxd.it/5fDjgb,2.5,,,2023-11-30
2023-12-02,HOMECOMING: A film by Beyoncé,2019,https://boxd.it/5fHcHn,4.5,Yes,,2023-12-01
2023-12-03,Renaissance: A Film by Beyoncé,2023,https://boxd.it/5gauHX,5,,,2023-12-01
2023-12-07,The Marvels,2023,https://boxd.it/5hxQ1z,3,Yes,,2023-12-04
2023-12-08,Next Goal Wins,2023,https://boxd.it/5hI0nl,2.5,,,2023-12-04
2023-12-08,Scott Pilgrim Takes Off,2023,https://boxd.it/5hI2tP,4,,,2023-12-05
2023-12-08,May December,2023,https://boxd.it/5hPfG7,5,Yes,,2023-12-06
2023-12-14,Eileen,2023,https://boxd.it/5jW1Kh,3,,,2023-12-11
2023-12-14,Godzilla Minus One,2023,https://boxd.it/5jW8yd,3,,,2023-12-11
2023-12-15,Theater Camp,2023,https://boxd.it/5kfdxn,5,Yes,,2023-12-14
2023-12-17,The Holiday,2006,https://boxd.it/5kTsN1,4,Yes,,2023-12-16
2023-12-17,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/5kTv9j,4,,,2023-12-16
2023-12-18,Peter Pan & Wendy,2023,https://boxd.it/5lgMzf,2,,,2023-12-16
2023-12-18,Leave the World Behind,2023,https://boxd.it/5lhi5r,1.5,,,2023-12-17
2023-12-18,Elf,2003,https://boxd.it/5lk0Ax,4,Yes,,2023-12-17
2023-12-21,Wonka,2023,https://boxd.it/5mB2Jz,4,,,2023-12-19
2023-12-22,Wonka,2023,https://boxd.it/5mLo8l,4,Yes,,2023-12-20
2023-12-23,The Three Musketeers: Milady,2023,https://boxd.it/5ngDQ5,3,,,2023-12-20
2023-12-23,The Night Before,2015,https://boxd.it/5nqQKT,2.5,,,2023-12-22
2023-12-24,Magic Mike's Last Dance,2023,https://boxd.it/5nBtNd,1.5,,,2023-12-23
2023-12-25,It's a Wonderful Life,1946,https://boxd.it/5o4Crj,4.5,Yes,,2023-12-23
2023-12-25,Klaus,2019,https://boxd.it/5oje91,4.5,Yes,,2023-12-24
2023-12-28,Fair Play,2023,https://boxd.it/5pLKNR,3.5,,,2023-12-27
2023-12-28,Rustin,2023,https://boxd.it/5pOfmr,2.5,,,2023-12-27
2023-12-28,How to Blow Up a Pipeline,2022,https://boxd.it/5pSKP3,3.5,,,2023-12-27
2023-12-31,Passages,2023,https://boxd.it/5rxiOd,3.5,,,2023-12-27
2023-12-29,Rotting in the Sun,2023,https://boxd.it/5ql5rd,4,,,2023-12-28
2024-01-02,A Thousand and One,2023,https://boxd.it/5sX0zl,3.5,,,2023-12-30
2024-01-02,Star Wars,1977,https://boxd.it/5sX3Dl,4.5,Yes,,2023-12-31
2024-01-02,The Boy and the Heron,2023,https://boxd.it/5sXRQp,4,,,2023-12-31
2024-01-02,The Empire Strikes Back,1980,https://boxd.it/5sXT6t,5,Yes,,2023-12-31
2024-01-02,Return of the Jedi,1983,https://boxd.it/5sXU6p,4.5,Yes,,2023-12-31
2024-01-05,Anyone But You,2023,https://boxd.it/5uEg1f,2.5,,,2024-01-04
2024-01-11,Sexy Beast,2000,https://boxd.it/5yyMZ1,4,,,2024-01-05
2024-01-11,Black Adam,2022,https://boxd.it/5yyQt9,1,,,2024-01-05
2024-01-11,Barbarian,2022,https://boxd.it/5yzSSx,3.5,,,2024-01-09
2024-01-11,Juno,2007,https://boxd.it/5yzVqh,4,,,2024-01-09
